rate_CO_SL
3.5347325624824983
3.503372856244037
3.472570290093056
3.4423255615119968
5.053307388904363
5.010105241214622
4.967409110596064
4.925220850869741
4.883542188447677
4.842374721395363
4.801719918808066
4.761579118667892
4.721953527959001
4.682844221616957
4.6442521408941815
4.606178092433715
4.568622749854057
4.531586648544239
4.495070190185453
4.459073637075655
4.423597115076426
4.3886406118507715
4.354203975609115
4.320286915643631
4.286889001783998
4.254009663013384
4.2216481885364665
4.1898037265510935
4.158475283854088
4.127661726599687
4.09736177954055
4.067574024769687
4.0382969049007205
4.009528718658327
5.305820743957767
5.246845388530871
5.188098695561106
5.129576500925959
5.071274590794343
5.013188707830022
4.955314549744432
4.897647772338563
4.840183993491304
4.782918791652128
4.725847710217743
4.668966259698166
4.6122699178868585
4.555754133896208
4.4994143289865685
4.4432458984922905
4.387244215424558
4.331404630411819
4.275722474776615
4.220193063532562
4.164811695273961
4.109573656311873
4.0544742216193885
3.999508656422325
3.9446722202525137
3.8899601667199417
3.835367746532016
3.7808902104232502
3.7265228093130998
3.672260798062573
