,rate_CO_SL
2247,6.520327107751303
2248,6.516863978894715
2249,6.5131208002879815
2250,6.104873502171608
2251,6.100819081301852
2252,6.096483699351165
2253,6.091861334595655
2254,6.086946008175589
2255,6.081731786199444
2256,6.076212781669312
2257,6.0703831564568285
2258,6.0642371233196055
2259,6.0577689478491745
2260,6.050972950459826
2261,6.043843508173386
2262,6.03637505695598
2263,6.0285620930549735
2264,6.020399175607266
2265,6.01188092785989
2266,6.003002039498105
2267,5.993757268570618
2268,5.984141442917675
2269,5.97414946242694
2270,5.963776300767257
2271,5.953017007065222
2272,5.941866707953192
2273,5.930320609093807
2274,5.918373997075749
2275,5.906022241259537
2276,5.893260795315912
2277,5.88008519899716
2278,5.866491080005714
2279,5.852474155326385
2280,35.51950496853182
2281,35.80384240073867
2282,36.08714025979426
2283,36.36934776154137
2284,36.65041483829504
2285,36.93029214760556
2286,37.20893109201155
2287,37.4862838269287
2288,37.76230327991074
2289,38.03694315789968
2290,38.31015796039752
2291,38.58190299593302
2292,38.85213439007806
2293,39.120809094953735
2294,39.387884907392454
2295,39.65332047079764
2296,39.917075296338865
2297,40.179109763281524
2298,40.439385132948765
2299,40.697863562315774
2300,40.95450810259487
2301,41.20928272040221
2302,41.46215230079241
2303,41.71308264956814
2304,41.96204051353031
2305,42.208993578061396
2306,42.45391047702604
2307,42.69676080450687
2308,42.93751511018618
2309,43.176144918093875
2328,2.510220799676062
2329,2.5203990492653134
2330,2.530444996176642
2331,2.540358304121528
2332,2.5501386901884033
2333,2.559785925276854
2334,2.569299833763538
2335,2.578680292988758
2336,2.587927233661958
2337,2.597040639392929
2338,2.60602054616911
2339,2.614867042726433
2340,2.5899642151222415
2341,2.598434427538322
2342,2.6067735095105653
2343,2.614981752851651
2344,2.6230594996920717
2345,2.6310071422143064
2346,2.6388251221665304
2347,2.6465139306531595
2348,2.654074107656642
2349,2.6615062415329027
2350,2.668810968805122
2351,2.675988973646263
2352,2.683040987215712
2353,2.689967787568442
2354,2.696770198945502
2355,2.703449091220135
2356,2.7100053795899433
2357,2.716440023789266
2358,2.7227540278832905
2359,2.7289484394195402
2360,2.735024348899188
2361,2.740982889309794
2362,2.746825235564985
2363,2.752552603599489
2364,2.758166250034668
2365,2.763667471555381
2366,2.769057603864541
2367,2.774338021619339
2368,2.7795101371134434
2369,2.784575400172295
2370,2.73849748719337
2371,2.7432646928873483
2372,2.747931483240654
2373,2.75249942088102
2374,2.7569701013020818
2375,2.761345152359683
2376,2.765626233565216
2377,2.7698150349360318
2378,2.773913276722383
2379,2.7779227084063742
2380,2.781845107665671
2381,2.7856822801128596
2382,2.789436057880297
2383,2.793108299384129
2384,2.7967008880967246
2385,2.8002157318236875
2386,2.8036547619179863
2387,2.807019932495776
2388,2.8103132193533598
2389,2.8135366193493265
2390,2.8166921493832224
2391,2.819781845600897
2392,2.822807762630257
2393,2.825771972316842
2394,2.828676563332151
2395,2.831523640048299
2396,2.834315321427071
2397,2.8370537406369567
2398,2.8397410435890147
2399,2.8423793884941575
2400,3.179459541484123
2401,3.1823059380616203
2402,3.1851049272732834
2403,3.1878589649870834
2404,3.1905705154986337
2405,3.193242050518978
2406,3.1958760483256428
2407,3.1984749922521263
2408,3.2010413703143024
2409,3.203577673541097
2410,3.2060863954797365
2411,3.208570030941778
2412,3.2110310747706095
2413,3.213472021269827
2414,3.2158953628555182
2415,3.2183035890521445
2416,3.2206991856941216
2417,3.223084633702736
2418,3.225462408098984
2419,3.227834977127853
2420,3.230204801090396
2421,3.2325743314553548
2422,3.234946009950768
2423,3.237322267207132
2424,3.239705522263119
2425,3.242098181258512
2426,3.244502636496239
2427,3.2469212656537536
2428,3.2493564306415132
2429,3.2518104766777345
2430,2.54393465021144
2431,2.5458879864128225
2432,2.547861496806995
2433,2.549856955305682
2434,2.5518761191468275
2435,2.55392072822735
2436,2.555992504427006
