,QueueGroupId,datetime,CallOffered_diff,CallAnswered_diff
1629318,368,2020-12-05 11:23:15,0.0,0.0
1629413,368,2020-12-05 11:23:15,0.0,0.0
1629508,368,2020-12-05 11:23:15,0.0,0.0
1629603,368,2020-12-05 11:23:15,0.0,0.0
1629698,368,2020-12-05 11:23:15,0.0,0.0
1629793,368,2020-12-05 11:23:15,0.0,0.0
1629888,368,2020-12-05 11:23:15,0.0,0.0
1629983,368,2020-12-05 11:23:15,0.0,0.0
1630078,368,2020-12-05 11:23:15,0.0,0.0
1630173,368,2020-12-05 11:23:15,0.0,0.0
1630268,368,2020-12-05 11:23:15,0.0,0.0
1630363,368,2020-12-05 11:23:15,0.0,0.0
1630458,368,2020-12-05 11:23:15,0.0,0.0
1630553,368,2020-12-05 11:23:15,0.0,0.0
1630648,368,2020-12-05 11:23:15,0.0,0.0
1630743,368,2020-12-05 11:23:15,0.0,0.0
1630838,368,2020-12-05 11:23:15,0.0,0.0
1630933,368,2020-12-05 11:23:15,0.0,0.0
1631028,368,2020-12-05 11:23:15,0.0,0.0
1631123,368,2020-12-05 11:23:15,0.0,0.0
1631218,368,2020-12-05 11:23:15,0.0,0.0
1631313,368,2020-12-05 11:23:15,0.0,0.0
1631408,368,2020-12-05 11:23:15,0.0,0.0
1631503,368,2020-12-05 11:23:15,0.0,0.0
1631598,368,2020-12-05 11:23:15,0.0,0.0
1631693,368,2020-12-05 11:23:15,0.0,0.0
1631788,368,2020-12-05 11:23:15,0.0,0.0
1631883,368,2020-12-05 11:23:15,0.0,0.0
1631978,368,2020-12-05 11:23:15,0.0,0.0
1632073,368,2020-12-05 11:23:15,0.0,0.0
1632168,368,2020-12-05 11:23:15,0.0,0.0
1632263,368,2020-12-05 11:23:15,0.0,0.0
1632358,368,2020-12-05 11:23:15,0.0,0.0
1632453,368,2020-12-05 11:23:15,0.0,0.0
1632548,368,2020-12-05 11:23:15,0.0,0.0
1632643,368,2020-12-05 11:23:15,0.0,0.0
1632738,368,2020-12-05 11:23:15,0.0,0.0
1632833,368,2020-12-05 11:23:15,0.0,0.0
1632928,368,2020-12-05 11:23:15,0.0,0.0
1633023,368,2020-12-05 11:23:15,0.0,0.0
1633118,368,2020-12-05 11:23:15,0.0,0.0
1633213,368,2020-12-05 11:23:15,0.0,0.0
1633308,368,2020-12-05 11:23:15,0.0,0.0
1633403,368,2020-12-05 11:23:15,0.0,0.0
1633498,368,2020-12-05 11:23:15,0.0,0.0
1633593,368,2020-12-05 11:23:15,0.0,0.0
1633688,368,2020-12-05 11:23:15,0.0,0.0
1633783,368,2020-12-05 11:23:15,0.0,0.0
1633878,368,2020-12-05 11:23:15,0.0,0.0
1633973,368,2020-12-05 11:23:15,0.0,0.0
1634068,368,2020-12-05 11:23:15,0.0,0.0
1634163,368,2020-12-05 11:23:15,0.0,0.0
1634258,368,2020-12-05 11:23:15,0.0,0.0
1634353,368,2020-12-05 11:23:15,0.0,0.0
1634448,368,2020-12-05 11:23:15,0.0,0.0
1634543,368,2020-12-05 11:23:15,0.0,0.0
1634638,368,2020-12-05 11:23:15,0.0,0.0
1634733,368,2020-12-05 11:23:15,0.0,0.0
1634828,368,2020-12-05 11:23:15,0.0,0.0
1634923,368,2020-12-05 11:23:15,0.0,0.0
1635018,368,2020-12-05 11:23:15,0.0,0.0
1635113,368,2020-12-05 11:23:15,0.0,0.0
1635208,368,2020-12-05 11:23:15,0.0,0.0
1635303,368,2020-12-05 11:23:15,0.0,0.0
1635398,368,2020-12-05 11:23:15,0.0,0.0
1635493,368,2020-12-05 11:23:15,0.0,0.0
1635588,368,2020-12-05 11:23:15,0.0,0.0
1635683,368,2020-12-05 11:23:15,0.0,0.0
1635778,368,2020-12-05 11:23:15,0.0,0.0
1635873,368,2020-12-05 11:23:15,0.0,0.0
1635968,368,2020-12-05 11:23:15,0.0,0.0
1636063,368,2020-12-05 11:23:15,0.0,0.0
1636158,368,2020-12-05 11:23:15,0.0,0.0
1636253,368,2020-12-05 11:23:15,0.0,0.0
1636348,368,2020-12-05 11:23:15,0.0,0.0
1636443,368,2020-12-05 11:23:15,0.0,0.0
1636538,368,2020-12-05 11:23:15,0.0,0.0
1636633,368,2020-12-05 11:23:15,0.0,0.0
1636728,368,2020-12-05 11:23:15,0.0,0.0
1636823,368,2020-12-05 11:23:15,0.0,0.0
1636918,368,2020-12-05 11:23:15,0.0,0.0
1637013,368,2020-12-05 11:23:15,0.0,0.0
1637108,368,2020-12-05 11:23:15,0.0,0.0
1637203,368,2020-12-05 11:23:15,0.0,0.0
1637298,368,2020-12-05 11:23:15,0.0,0.0
1637393,368,2020-12-05 11:23:15,0.0,0.0
1637488,368,2020-12-05 11:23:15,0.0,0.0
1637583,368,2020-12-05 18:37:01,0.0,0.0
1637678,368,2020-12-05 18:37:01,0.0,0.0
1637773,368,2020-12-05 18:37:01,0.0,0.0
1637868,368,2020-12-05 18:37:01,0.0,0.0
1637963,368,2020-12-05 18:37:01,0.0,0.0
1638058,368,2020-12-05 18:37:01,0.0,0.0
1638153,368,2020-12-05 18:37:01,0.0,0.0
1638248,368,2020-12-05 18:37:01,0.0,0.0
1638343,368,2020-12-05 18:37:01,0.0,0.0
1638438,368,2020-12-05 18:37:01,0.0,0.0
1638533,368,2020-12-05 18:37:01,0.0,0.0
1638628,368,2020-12-05 18:37:01,0.0,0.0
1638723,368,2020-12-05 18:37:01,0.0,0.0
1638818,368,2020-12-05 18:37:01,0.0,0.0
1638913,368,2020-12-05 18:37:01,0.0,0.0
1639008,368,2020-12-05 18:37:01,0.0,0.0
1639103,368,2020-12-05 18:37:01,0.0,0.0
1639198,368,2020-12-05 18:37:01,0.0,0.0
1639293,368,2020-12-05 18:37:01,0.0,0.0
1639388,368,2020-12-05 18:37:01,0.0,0.0
1639483,368,2020-12-05 18:37:01,0.0,0.0
1639578,368,2020-12-05 18:37:01,0.0,0.0
1639673,368,2020-12-05 18:59:01,0.0,0.0
1639768,368,2020-12-05 18:59:01,0.0,0.0
1639863,368,2020-12-05 18:59:01,0.0,0.0
1639958,368,2020-12-05 18:59:01,0.0,0.0
1640053,368,2020-12-05 18:59:01,0.0,0.0
1640148,368,2020-12-05 18:59:01,0.0,0.0
1640243,368,2020-12-05 19:05:51,0.0,0.0
1640338,368,2020-12-05 19:06:35,0.0,0.0
1640433,368,2020-12-05 19:06:35,0.0,0.0
1640528,368,2020-12-05 19:06:35,0.0,0.0
1640623,368,2020-12-05 19:06:35,0.0,0.0
1640718,368,2020-12-05 19:06:35,0.0,0.0
1640813,368,2020-12-05 19:06:35,0.0,0.0
1640908,368,2020-12-05 19:06:35,0.0,0.0
1641003,368,2020-12-05 19:06:35,0.0,0.0
1641098,368,2020-12-05 19:06:35,0.0,0.0
1641193,368,2020-12-05 19:06:35,0.0,0.0
1641288,368,2020-12-05 19:06:35,0.0,0.0
1641383,368,2020-12-05 19:06:35,0.0,0.0
1641478,368,2020-12-05 19:06:35,0.0,0.0
1641573,368,2020-12-05 19:06:35,0.0,0.0
1641668,368,2020-12-05 19:06:35,0.0,0.0
1641763,368,2020-12-05 19:06:35,0.0,0.0
1641858,368,2020-12-05 19:06:35,0.0,0.0
1641953,368,2020-12-05 19:06:35,0.0,0.0
1642048,368,2020-12-05 19:06:35,0.0,0.0
1642143,368,2020-12-05 19:06:35,0.0,0.0
1642238,368,2020-12-05 19:06:35,0.0,0.0
1642333,368,2020-12-05 19:06:35,0.0,0.0
1642428,368,2020-12-05 19:06:35,0.0,0.0
1642523,368,2020-12-05 19:06:35,0.0,0.0
1642618,368,2020-12-05 19:06:35,0.0,0.0
1642713,368,2020-12-05 19:06:35,0.0,0.0
1642808,368,2020-12-05 19:06:35,0.0,0.0
1642903,368,2020-12-05 19:06:35,0.0,0.0
1642998,368,2020-12-05 19:06:35,0.0,0.0
1643093,368,2020-12-05 19:06:35,0.0,0.0
1643188,368,2020-12-05 19:06:35,0.0,0.0
1643283,368,2020-12-05 19:06:35,0.0,0.0
1643378,368,2020-12-05 19:06:35,0.0,0.0
1643473,368,2020-12-05 19:06:35,0.0,0.0
1643568,368,2020-12-05 19:06:35,0.0,0.0
1643663,368,2020-12-05 19:06:35,0.0,0.0
1643758,368,2020-12-05 19:06:35,0.0,0.0
1643853,368,2020-12-05 19:06:35,0.0,0.0
1643948,368,2020-12-05 19:06:35,0.0,0.0
1644043,368,2020-12-05 19:06:35,0.0,0.0
1644138,368,2020-12-05 19:06:35,0.0,0.0
1644233,368,2020-12-05 19:06:35,0.0,0.0
1644328,368,2020-12-05 19:06:35,0.0,0.0
1644423,368,2020-12-05 19:06:35,0.0,0.0
1644518,368,2020-12-05 19:50:41,0.0,0.0
1644613,368,2020-12-05 19:51:51,0.0,0.0
1644708,368,2020-12-05 19:52:48,0.0,0.0
1644803,368,2020-12-05 19:52:48,0.0,0.0
1644898,368,2020-12-05 19:52:48,0.0,0.0
1644993,368,2020-12-05 19:52:48,0.0,0.0
1645088,368,2020-12-05 19:52:48,0.0,0.0
1645183,368,2020-12-05 19:52:48,0.0,0.0
1645278,368,2020-12-05 19:52:48,0.0,0.0
1645373,368,2020-12-05 19:52:48,0.0,0.0
1645468,368,2020-12-05 19:52:48,0.0,0.0
1645563,368,2020-12-05 19:52:48,0.0,0.0
1645658,368,2020-12-05 19:52:48,0.0,0.0
1645753,368,2020-12-05 19:52:48,0.0,0.0
1645848,368,2020-12-05 19:52:48,0.0,0.0
1645943,368,2020-12-05 19:52:48,0.0,0.0
1646038,368,2020-12-05 19:52:48,0.0,0.0
1646133,368,2020-12-05 19:52:48,0.0,0.0
1646228,368,2020-12-05 19:52:48,0.0,0.0
1646323,368,2020-12-05 19:52:48,0.0,0.0
1646418,368,2020-12-05 19:52:48,0.0,0.0
1646513,368,2020-12-05 19:52:48,0.0,0.0
1646608,368,2020-12-05 19:52:48,0.0,0.0
1646703,368,2020-12-05 19:52:48,0.0,0.0
1646798,368,2020-12-05 19:52:48,0.0,0.0
1646893,368,2020-12-05 19:52:48,0.0,0.0
1646988,368,2020-12-05 19:52:48,0.0,0.0
1647083,368,2020-12-05 19:52:48,0.0,0.0
1647178,368,2020-12-05 19:52:48,0.0,0.0
1647273,368,2020-12-05 19:52:48,0.0,0.0
1647368,368,2020-12-05 19:52:48,0.0,0.0
1647463,368,2020-12-05 19:52:48,0.0,0.0
1647558,368,2020-12-05 19:52:48,0.0,0.0
1647653,368,2020-12-05 19:52:48,0.0,0.0
1647748,368,2020-12-05 19:52:48,0.0,0.0
1647843,368,2020-12-05 19:52:48,0.0,0.0
1647938,368,2020-12-05 19:52:48,0.0,0.0
1648033,368,2020-12-05 19:52:48,0.0,0.0
1648128,368,2020-12-05 19:52:48,0.0,0.0
1648223,368,2020-12-05 19:52:48,0.0,0.0
1648318,368,2020-12-05 19:52:48,0.0,0.0
1648413,368,2020-12-05 19:52:48,0.0,0.0
1648508,368,2020-12-05 19:52:48,0.0,0.0
1648603,368,2020-12-05 19:52:48,0.0,0.0
1648698,368,2020-12-05 19:52:48,0.0,0.0
1648793,368,2020-12-05 19:52:48,0.0,0.0
1648888,368,2020-12-05 19:52:48,0.0,0.0
1648983,368,2020-12-05 19:52:48,0.0,0.0
1649078,368,2020-12-05 19:52:48,0.0,0.0
1649173,368,2020-12-05 19:52:48,0.0,0.0
1649268,368,2020-12-05 19:52:48,0.0,0.0
1649363,368,2020-12-05 19:52:48,0.0,0.0
1649458,368,2020-12-05 19:52:48,0.0,0.0
1649553,368,2020-12-05 19:52:48,0.0,0.0
1649648,368,2020-12-05 19:52:48,0.0,0.0
1649743,368,2020-12-05 19:52:48,0.0,0.0
1649838,368,2020-12-05 19:52:48,0.0,0.0
1649933,368,2020-12-05 19:52:48,0.0,0.0
1650028,368,2020-12-05 19:52:48,0.0,0.0
1650123,368,2020-12-05 19:52:48,0.0,0.0
1650218,368,2020-12-05 19:52:48,0.0,0.0
1650313,368,2020-12-05 19:52:48,0.0,0.0
1650408,368,2020-12-05 19:52:48,0.0,0.0
1650503,368,2020-12-05 19:52:48,0.0,0.0
1650598,368,2020-12-05 19:52:48,0.0,0.0
1650693,368,2020-12-05 19:52:48,0.0,0.0
1650788,368,2020-12-05 19:52:48,0.0,0.0
1650883,368,2020-12-05 19:52:48,0.0,0.0
1650978,368,2020-12-05 19:52:48,0.0,0.0
1651073,368,2020-12-05 19:52:48,0.0,0.0
1651168,368,2020-12-05 19:52:48,0.0,0.0
1651263,368,2020-12-05 19:52:48,0.0,0.0
1651358,368,2020-12-05 19:52:48,0.0,0.0
1651453,368,2020-12-05 19:52:48,0.0,0.0
1651548,368,2020-12-05 19:52:48,0.0,0.0
1651643,368,2020-12-05 19:52:48,0.0,0.0
1651738,368,2020-12-05 19:52:48,0.0,0.0
1651833,368,2020-12-05 19:52:48,0.0,0.0
1651928,368,2020-12-05 19:52:48,0.0,0.0
1652023,368,2020-12-05 19:52:48,0.0,0.0
1652118,368,2020-12-05 19:52:48,0.0,0.0
1652213,368,2020-12-05 19:52:48,0.0,0.0
1652308,368,2020-12-05 19:52:48,0.0,0.0
1652403,368,2020-12-05 19:52:48,0.0,0.0
1652498,368,2020-12-05 19:52:48,0.0,0.0
1652593,368,2020-12-05 19:52:48,0.0,0.0
1652688,368,2020-12-05 19:52:48,0.0,0.0
1652783,368,2020-12-05 19:52:48,0.0,0.0
1652878,368,2020-12-05 19:52:48,0.0,0.0
1652973,368,2020-12-05 19:52:48,0.0,0.0
1653068,368,2020-12-05 19:52:48,0.0,0.0
1653163,368,2020-12-05 19:52:48,0.0,0.0
1653258,368,2020-12-05 19:52:48,0.0,0.0
1653353,368,2020-12-05 19:52:48,0.0,0.0
1653448,368,2020-12-05 19:52:48,0.0,0.0
1653543,368,2020-12-05 19:52:48,0.0,0.0
1653638,368,2020-12-05 19:52:48,0.0,0.0
1653733,368,2020-12-05 19:52:48,0.0,0.0
1653828,368,2020-12-05 19:52:48,0.0,0.0
1653923,368,2020-12-05 19:52:48,0.0,0.0
1654018,368,2020-12-05 19:52:48,0.0,0.0
1654113,368,2020-12-05 19:52:48,0.0,0.0
1654208,368,2020-12-05 19:52:48,0.0,0.0
1654303,368,2020-12-05 19:52:48,0.0,0.0
1654398,368,2020-12-05 19:52:48,0.0,0.0
1654493,368,2020-12-05 19:52:48,0.0,0.0
1654588,368,2020-12-05 19:52:48,0.0,0.0
1654683,368,2020-12-05 19:52:48,0.0,0.0
1654778,368,2020-12-05 19:52:48,0.0,0.0
1654873,368,2020-12-05 19:52:48,0.0,0.0
1654968,368,2020-12-05 19:52:48,0.0,0.0
1655063,368,2020-12-05 19:52:48,0.0,0.0
1655158,368,2020-12-05 19:52:48,0.0,0.0
1655253,368,2020-12-05 19:52:48,0.0,0.0
1655348,368,2020-12-05 19:52:48,0.0,0.0
1655443,368,2020-12-05 19:52:48,0.0,0.0
1655538,368,2020-12-05 19:52:48,0.0,0.0
1655633,368,2020-12-05 19:52:48,0.0,0.0
1655728,368,2020-12-05 19:52:48,0.0,0.0
1655823,368,2020-12-05 19:52:48,0.0,0.0
1655918,368,2020-12-05 19:52:48,0.0,0.0
1656013,368,2020-12-05 19:52:48,0.0,0.0
1656108,368,2020-12-05 19:52:48,0.0,0.0
1656203,368,2020-12-05 19:52:48,0.0,0.0
1656298,368,2020-12-05 19:52:48,0.0,0.0
1656393,368,2020-12-05 19:52:48,0.0,0.0
1656488,368,2020-12-05 19:52:48,0.0,0.0
1656583,368,2020-12-05 19:52:48,0.0,0.0
1656680,368,2020-12-05 19:52:48,0.0,0.0
1656778,368,2020-12-05 19:52:48,0.0,0.0
1656876,368,2020-12-05 19:52:48,0.0,0.0
1656974,368,2020-12-05 19:52:48,0.0,0.0
1657072,368,2020-12-05 19:52:48,0.0,0.0
1657170,368,2020-12-05 19:52:48,0.0,0.0
1657268,368,2020-12-05 19:52:48,0.0,0.0
1657366,368,2020-12-05 19:52:48,0.0,0.0
1657464,368,2020-12-05 19:52:48,0.0,0.0
1657564,368,2020-12-05 19:52:48,0.0,0.0
1657664,368,2020-12-05 19:52:48,0.0,0.0
1657764,368,2020-12-05 19:52:48,0.0,0.0
1657864,368,2020-12-05 19:52:48,0.0,0.0
1657964,368,2020-12-05 19:52:48,0.0,0.0
1658065,368,2020-12-05 19:52:48,0.0,0.0
1658166,368,2020-12-05 19:52:48,0.0,0.0
1658267,368,2020-12-05 19:52:48,0.0,0.0
1658368,368,2020-12-05 19:52:48,0.0,0.0
1658469,368,2020-12-05 19:52:48,0.0,0.0
1658570,368,2020-12-05 19:52:48,0.0,0.0
1658672,368,2020-12-05 19:52:48,0.0,0.0
1658774,368,2020-12-05 19:52:48,0.0,0.0
1658876,368,2020-12-05 19:52:48,0.0,0.0
1658978,368,2020-12-05 19:52:48,0.0,0.0
1659080,368,2020-12-05 19:52:48,0.0,0.0
1659182,368,2020-12-05 19:52:48,0.0,0.0
1659284,368,2020-12-05 19:52:48,0.0,0.0
1659386,368,2020-12-05 19:52:48,0.0,0.0
1659488,368,2020-12-05 19:52:48,0.0,0.0
1659590,368,2020-12-05 19:52:48,0.0,0.0
1659692,368,2020-12-05 19:52:48,0.0,0.0
1659794,368,2020-12-05 19:52:48,0.0,0.0
1659896,368,2020-12-05 19:52:48,0.0,0.0
1659998,368,2020-12-05 19:52:48,0.0,0.0
1660100,368,2020-12-05 19:52:48,0.0,0.0
1660202,368,2020-12-05 19:52:48,0.0,0.0
1660304,368,2020-12-05 19:52:48,0.0,0.0
1660406,368,2020-12-05 19:52:48,0.0,0.0
1660508,368,2020-12-05 19:52:48,0.0,0.0
1660610,368,2020-12-05 19:52:48,0.0,0.0
1660712,368,2020-12-05 19:52:48,0.0,0.0
1660814,368,2020-12-05 19:52:48,0.0,0.0
1660916,368,2020-12-05 19:52:48,0.0,0.0
1661018,368,2020-12-05 19:52:48,0.0,0.0
1661120,368,2020-12-05 19:52:48,0.0,0.0
1661222,368,2020-12-05 19:52:48,0.0,0.0
1661324,368,2020-12-05 19:52:48,0.0,0.0
1661426,368,2020-12-05 19:52:48,0.0,0.0
1661528,368,2020-12-05 19:52:48,0.0,0.0
1661630,368,2020-12-05 19:52:48,0.0,0.0
1661732,368,2020-12-05 19:52:48,0.0,0.0
1661834,368,2020-12-05 19:52:48,0.0,0.0
1661936,368,2020-12-05 19:52:48,0.0,0.0
1662038,368,2020-12-05 19:52:48,0.0,0.0
1662140,368,2020-12-05 19:52:48,0.0,0.0
1662242,368,2020-12-05 19:52:48,0.0,0.0
1662344,368,2020-12-05 19:52:48,0.0,0.0
1662446,368,2020-12-05 19:52:48,0.0,0.0
1662549,368,2020-12-05 19:52:48,0.0,0.0
1662652,368,2020-12-05 19:52:48,0.0,0.0
1662755,368,2020-12-05 19:52:48,0.0,0.0
1662859,368,2020-12-05 19:52:48,0.0,0.0
1662964,368,2020-12-05 19:52:48,0.0,0.0
1663070,368,2020-12-05 19:52:48,0.0,0.0
1663176,368,2020-12-05 19:52:48,0.0,0.0
1663283,368,2020-12-05 19:52:48,0.0,0.0
1663391,368,2020-12-05 19:52:48,0.0,0.0
1663499,368,2020-12-05 19:52:48,0.0,0.0
1663607,368,2020-12-05 19:52:48,0.0,0.0
1663716,368,2020-12-05 19:52:48,0.0,0.0
1663825,368,2020-12-05 19:52:48,0.0,0.0
1663934,368,2020-12-05 19:52:48,0.0,0.0
1664043,368,2020-12-05 19:52:48,0.0,0.0
1664153,368,2020-12-05 19:52:48,0.0,0.0
1664263,368,2020-12-05 19:52:48,0.0,0.0
1664373,368,2020-12-05 19:52:48,0.0,0.0
1664483,368,2020-12-05 19:52:48,0.0,0.0
1664593,368,2020-12-05 19:52:48,0.0,0.0
1664703,368,2020-12-05 19:52:48,0.0,0.0
1664813,368,2020-12-05 19:52:48,0.0,0.0
1664923,368,2020-12-05 19:52:48,0.0,0.0
1665033,368,2020-12-05 19:52:48,0.0,0.0
1665144,368,2020-12-05 19:52:48,0.0,0.0
1665255,368,2020-12-05 19:52:48,0.0,0.0
1665366,368,2020-12-05 19:52:48,0.0,0.0
1665477,368,2020-12-05 19:52:48,0.0,0.0
1665588,368,2020-12-05 19:52:48,0.0,0.0
1665699,368,2020-12-05 19:52:48,0.0,0.0
1665810,368,2020-12-05 19:52:48,0.0,0.0
1665921,368,2020-12-05 19:52:48,0.0,0.0
1666032,368,2020-12-05 19:52:48,0.0,0.0
1666143,368,2020-12-05 19:52:48,0.0,0.0
1666254,368,2020-12-05 19:52:48,0.0,0.0
1666365,368,2020-12-05 19:52:48,0.0,0.0
1666476,368,2020-12-05 19:52:48,0.0,0.0
1666587,368,2020-12-05 19:52:48,0.0,0.0
1666698,368,2020-12-05 19:52:48,0.0,0.0
1666809,368,2020-12-05 19:52:48,0.0,0.0
1666920,368,2020-12-05 19:52:48,0.0,0.0
1667031,368,2020-12-05 19:52:48,0.0,0.0
1667142,368,2020-12-05 19:52:48,0.0,0.0
1667253,368,2020-12-05 19:52:48,0.0,0.0
1667364,368,2020-12-05 19:52:48,0.0,0.0
1667475,368,2020-12-05 19:52:48,0.0,0.0
1667586,368,2020-12-05 19:52:48,0.0,0.0
1667697,368,2020-12-05 19:52:48,0.0,0.0
1667808,368,2020-12-05 19:52:48,0.0,0.0
1667919,368,2020-12-05 19:52:48,0.0,0.0
1668030,368,2020-12-05 19:52:48,0.0,0.0
1668141,368,2020-12-05 19:52:48,0.0,0.0
1668252,368,2020-12-05 19:52:48,0.0,0.0
1668363,368,2020-12-05 19:52:48,0.0,0.0
1668474,368,2020-12-05 19:52:48,0.0,0.0
1668585,368,2020-12-05 19:52:48,0.0,0.0
1668696,368,2020-12-05 19:52:48,0.0,0.0
1668807,368,2020-12-05 19:52:48,0.0,0.0
1668918,368,2020-12-05 19:52:48,0.0,0.0
1669029,368,2020-12-05 19:52:48,0.0,0.0
1673865,368,2020-12-06 01:59:56,,
1673925,368,2020-12-06 02:01:16,0.0,0.0
1673985,368,2020-12-06 02:01:36,1.0,1.0
1674046,368,2020-12-06 02:01:36,0.0,0.0
1674108,368,2020-12-06 02:01:36,0.0,0.0
1674170,368,2020-12-06 02:01:36,0.0,0.0
1674233,368,2020-12-06 02:01:36,0.0,0.0
1674296,368,2020-12-06 02:01:36,0.0,0.0
1674360,368,2020-12-06 02:01:36,0.0,0.0
1674424,368,2020-12-06 02:01:36,0.0,0.0
1674488,368,2020-12-06 02:01:36,0.0,0.0
1674552,368,2020-12-06 02:01:36,0.0,0.0
1674616,368,2020-12-06 02:01:36,0.0,0.0
1674680,368,2020-12-06 02:01:36,0.0,0.0
1674744,368,2020-12-06 02:01:36,0.0,0.0
1674809,368,2020-12-06 02:01:36,0.0,0.0
1674874,368,2020-12-06 02:01:36,0.0,0.0
1674939,368,2020-12-06 02:01:36,0.0,0.0
1675004,368,2020-12-06 02:01:36,0.0,0.0
1675070,368,2020-12-06 02:01:36,0.0,0.0
1675136,368,2020-12-06 02:01:36,0.0,0.0
1675202,368,2020-12-06 02:01:36,0.0,0.0
1675268,368,2020-12-06 02:01:36,0.0,0.0
1675334,368,2020-12-06 02:01:36,0.0,0.0
1675400,368,2020-12-06 02:01:36,0.0,0.0
1675466,368,2020-12-06 02:24:15,1.0,1.0
1675532,368,2020-12-06 02:24:15,0.0,0.0
1675598,368,2020-12-06 02:26:55,2.0,2.0
1675664,368,2020-12-06 02:27:36,1.0,1.0
1675730,368,2020-12-06 02:28:46,1.0,1.0
1675797,368,2020-12-06 02:29:46,1.0,1.0
1675864,368,2020-12-06 02:29:46,0.0,0.0
1675931,368,2020-12-06 02:29:46,0.0,0.0
1675998,368,2020-12-06 02:29:46,0.0,0.0
1676065,368,2020-12-06 02:33:56,2.0,2.0
1676133,368,2020-12-06 02:35:06,1.0,1.0
1676201,368,2020-12-06 02:35:56,1.0,1.0
1676269,368,2020-12-06 02:36:35,1.0,1.0
1676337,368,2020-12-06 02:37:56,0.0,0.0
1676405,368,2020-12-06 02:38:55,1.0,1.0
1676473,368,2020-12-06 02:39:26,0.0,0.0
1676541,368,2020-12-06 02:39:26,0.0,0.0
1676609,368,2020-12-06 02:39:26,0.0,0.0
1676677,368,2020-12-06 02:42:47,0.0,0.0
1676745,368,2020-12-06 02:42:47,0.0,0.0
1676813,368,2020-12-06 02:44:57,0.0,0.0
1676882,368,2020-12-06 02:46:07,0.0,0.0
1676951,368,2020-12-06 02:46:25,0.0,0.0
1677020,368,2020-12-06 02:47:56,1.0,0.0
1677089,368,2020-12-06 02:48:55,1.0,1.0
1677158,368,2020-12-06 02:49:46,0.0,0.0
1677227,368,2020-12-06 02:49:46,0.0,0.0
1677296,368,2020-12-06 02:49:46,0.0,0.0
1677365,368,2020-12-06 02:49:46,0.0,0.0
1677434,368,2020-12-06 02:49:46,0.0,0.0
1677503,368,2020-12-06 02:49:46,0.0,0.0
1677572,368,2020-12-06 02:55:36,1.0,1.0
1677641,368,2020-12-06 02:55:36,0.0,0.0
1677710,368,2020-12-06 02:57:25,0.0,0.0
1677779,368,2020-12-06 02:57:25,0.0,0.0
1677848,368,2020-12-06 02:59:55,1.0,1.0
1677918,368,2020-12-06 03:01:06,2.0,0.0
1677988,368,2020-12-06 03:02:06,5.0,3.0
1678058,368,2020-12-06 03:02:57,2.0,2.0
1678128,368,2020-12-06 03:03:57,3.0,1.0
1678198,368,2020-12-06 03:04:57,5.0,1.0
1678268,368,2020-12-06 03:05:56,5.0,4.0
1678338,368,2020-12-06 03:06:36,1.0,1.0
1678408,368,2020-12-06 03:07:57,3.0,0.0
1678478,368,2020-12-06 03:08:56,6.0,3.0
1678548,368,2020-12-06 03:09:56,6.0,3.0
1678618,368,2020-12-06 03:10:57,4.0,2.0
1678688,368,2020-12-06 03:11:56,3.0,1.0
1678758,368,2020-12-06 03:12:56,2.0,1.0
1678828,368,2020-12-06 03:13:57,5.0,2.0
1678898,368,2020-12-06 03:14:56,4.0,2.0
1678968,368,2020-12-06 03:15:57,6.0,3.0
1679038,368,2020-12-06 03:16:45,3.0,3.0
1679108,368,2020-12-06 03:17:56,1.0,0.0
1679178,368,2020-12-06 03:18:56,3.0,1.0
1679248,368,2020-12-06 03:19:56,4.0,2.0
1679318,368,2020-12-06 03:20:56,7.0,3.0
1679388,368,2020-12-06 03:21:56,7.0,4.0
1679458,368,2020-12-06 03:22:57,2.0,2.0
1679529,368,2020-12-06 03:23:56,6.0,1.0
1679600,368,2020-12-06 03:24:56,6.0,4.0
1679671,368,2020-12-06 03:25:56,5.0,0.0
1679742,368,2020-12-06 03:26:57,8.0,3.0
1679813,368,2020-12-06 03:27:57,3.0,0.0
1679884,368,2020-12-06 03:28:57,3.0,3.0
1679955,368,2020-12-06 03:29:57,3.0,0.0
1680026,368,2020-12-06 03:30:57,2.0,1.0
1680097,368,2020-12-06 03:32:06,2.0,2.0
1680168,368,2020-12-06 03:32:57,1.0,0.0
1680239,368,2020-12-06 03:33:57,1.0,0.0
1680310,368,2020-12-06 03:34:57,1.0,1.0
1680381,368,2020-12-06 03:36:07,7.0,3.0
1680452,368,2020-12-06 03:37:06,3.0,2.0
1680523,368,2020-12-06 03:37:57,3.0,1.0
1680594,368,2020-12-06 03:38:57,1.0,0.0
1680665,368,2020-12-06 03:39:56,4.0,1.0
1680736,368,2020-12-06 03:40:56,1.0,0.0
1680807,368,2020-12-06 03:41:56,1.0,1.0
1680878,368,2020-12-06 03:43:07,4.0,0.0
1680949,368,2020-12-06 03:43:57,3.0,0.0
1681020,368,2020-12-06 03:44:56,1.0,0.0
1681091,368,2020-12-06 03:45:57,0.0,1.0
1681162,368,2020-12-06 03:46:57,2.0,0.0
1681233,368,2020-12-06 03:47:57,8.0,5.0
1681304,368,2020-12-06 03:48:56,5.0,3.0
1681376,368,2020-12-06 03:49:56,2.0,1.0
